,text,id
348,"I always greet people with birthdays ""Happy New Year"" 
And not once have I heard a ""Why?""
It's always boisterous laughter of the idea. 

But the real reason is that I'm greeting a happy new year to their life.

Very unorthodox indeed, but I have my own reasons.",1301489722494078977
349,Days that will never be taken back.,1300372807847612416
350,I hate this time of day. It reminds me of the days gone.,1300372756278603777
351,You know that there's nothing left. So why?,1300351058749784071
352,Haaaa...,1297387207553056768
353,Bruh. Again?,1289900939239858178
354,Damn. Can't sleep.,1288898684579508225
355,Sana naman makapakinig ako ng bagong Ben &amp; Ben song na di depresed,1288898030066794501
356,Just needed to be mature... hehe...,1281224069564653569
357,"#俺ガイル
#oregairu
Today!!!!!",1281224007728021504
358,Need moar bitterness,1280821902672420864
359,Oh noes... ang pait ng kape...,1280821847357976576
360,#bdonomura DOWN AGAIN FOR 3 STRAIGHT DAYS?! Wow,1278503943530614785
361,Oops clean up. :[,1269809552955830272
362,"It's summer...
It really is summer. 
My brain feels like it's in summer.
But it's not summer.",1233265363506188289
363,...,1225920386480496640
364,"Waiting for someone to say: 
Hey David, I see you working hard. Good job. I'm very proud of you.",1225804910274306048
365,https://t.co/BMogiS8qXJ,1225804755861032962
366,But I'm fine. I can manage,1224598963187277825
367,"Hi, I'm David. And I'm an idiot.",1224598906446675971
368,Let's try listening to happy music to see if anything changes.,1224536501595148288
369,I'm so confused.,1224536291649261568
370,I'm actually really dumb.,1224535741423685634
371,https://t.co/1GUInsYD7b,1224520112142766081
372,I want it to last. Call me Martin.,1224319725376655361
373,This fam &lt;3 @Adodoots https://t.co/8P5Jbg2pDY,1223079812178370561
374,Gonna yeet mah career,1221614339406401537
375,I'm quite happy now,1221560543984734209
376,Cause make sure you tell my family it's okay. I'm sorry.,1220720054746124288
377,Just stop.,1220126304491622400
378,Be a martin? Nice,1219806022396674049
379,2 soon by keshi https://t.co/sfi5pdbIUV #NowPlaying,1219802804660908032
380,Well fuck.,1219801030927507456
381,I'm a non-invertible matix. Thanks.,1219626990531039237
382,If you gave an estimate then maybe I could've done things.,1219613608587300864
383,Or give a fucking definite answer.,1219612890295984128
384,The very least is I'm doing something instead of nothing.,1219612831575752711
385,Petty. Yeet.,1219612736272748544
386,How fucking long is medyo. Fuck.,1219612430906474496
387,Still impatient as fuck.,1219612246591950848
388,I've never felt so excited yet so nervous and scared while being hopeful all in the same time.,1216158193740476416
389,I can't foresee anything.,1215818808515891205
390,Unforgettable.,1210931217312313344
391,I just need to calm down.,1204294561775771649
392,Fear and anxiety of being left.,1204293524964794369
393,The way I go home today is a sad one.,1204150017222565888
394,Freedom feels weird,1203922861376753664
395,This is my help.,1202970868663517184
396,"""Tulungan mo sarili mo."" 
Aight.",1202966644168900608
397,Looks like I don't have any right to feel sad.,1202966465864855553
398,Di pala problema eh bakit ko pinoproblema?,1202966316098830336
399,"In the end, I'm still lost about what I am. Maybe the trauma was just too much that I'm scared of a lot of things. I hope to gradually forget about those traumas to fully enjoy and grasp what I have.",1199533803129073665
400,What?,1199292846806712320
401,"""Ang childish mo."" 
""Nasasakal ako sayo.""",1199292116364513280
402,Just fuck,1199267813346512897
403,Fuck.,1199267780693856257
404,I fear the day that everything will come as natural.,1198887134377074688
405,"Most BS phrase I've read after a while ""PM is the key"". Bobo.",1194191365938135041
406,Galit tapos nadamay lahat.,1193429849903263744
407,Well shit. Just shit. Might lose it. Might not. Fuck.,1190810909326872577
408,"Ranting on twitter cuz nobody's gonna see this shit, I assume.",1190809675530293248
409,Well shit.,1190778313846865920
410,Yung nag undas tapos naiwan yung feelings sa sementeryo.,1190778224659165187
411,Malungkot nga talaga ang undas.,1190513457818300418
412,Just fuck.,1183979395771289600
413,I am so fucked.,1183979344948948993
414,At the very least let me prepare myself first.,1183978361124577280
415,Damn. It's so fucking hard.,1183978283987136512
416,"Suddenly, random k-pop song.",1170988178129309696
417,"Nobody: 
Me to a bee: Ya like jazz?",1169762895330041856
418,I doubt this will solve anything.,1161780469416919040
419,"You know what
Context wise. Both are fucked. But I won't stay here long enough to give a damn about what really transpired.",1161780254014238720
420,"You present a new idea and expect everyone to accept it. Good. This can be abused and exploited, and if that happens the ones who loses are the same people.",1161778902378766336
421,But I'm happy to have fallen to that cliff,1157991523796918282
422,And it's so steep,1157991174084235265
423,It's like a cliff,1157991025853394945
424,"Asked for one 
Got two",1157990947658989568
425,"Time and time again, I get reminded how shallow minded human can be. I am no exception.",1152856377116614656
426,"For real tho 
This is the most complicated thing I've gotten.",1151096999275450369
427,Lemme just kill it...,1149687088712863744
428,"Lol dude. Wtf 
I just confessed yesterday and got a 0.5 answer.",1149095921067544581
429,Because fuck you. That's fucking why.,1146766262426411008
430,Time to do what I do best.,1146766039461449730
431,I have no achievements that I can be proud for. But I'm fine with that. I can attest the way I live as my achievement.,1146400913180938240
432,"Haaaaa... 
It's exactly because of this that I don't think like that.",1146045183324069889
433,"Need to control urge to open Facebook. 
Need to exercise. 
Need to eat well.
Need to study.",1145865878170292225
434,"Time check 
7:46",1145841181030379520
435,Fuck.,1145840032634118145
436,"2 hours waiting 
Yay :D",1145839993438388224
437,Looks like I'm an impatient fuck.,1145827841147166720
438,Yup. Still tumorous.,1145666766388920320
439,I just don't get how some people can stand me.,1145665028210618373
440,I'm dumb.,1145339293004521473
441,I wake up to the feeling of wanting someone.,1144801703566303232
442,Moriset. Why the fuck do I wanna change my name to that.,1144223321497591813
443,"Nah fam. 
Fuck that.",1142909621696266240
444,"I used to hate sleep. Now, sleep hates me.",1142904991469858816
445,https://t.co/ISoz7G6k7v via @9GAG,1142349690228187136
446,I contemplate just to contemplate again,1142227901221228544
447,"""Bakit an-sikip""
-Alanis, 2019 
In context of editing powerpoint diagram",1141902917512781825
448,Tfidf is not removing words bitch. It's the calculation of importance of each word in a sentence. Now I can sleep. Fux.,1141860054947078146
449,"Dude thought that pure understanding of a programming language was enough. 
Sure.",1141858277392707584
450,Can I quantify myself?,1141852855654969344
451,Oops missed my opportunity to post in twitter,1141852797870063616
452,"To merge something, you have to understand it.",1141123528097292289
453,"It's either my mind went on a wild tangent or 
It's a bright idea.",1141119673594871808
454,Happy birthday 2nd... 3r...4th best girl! https://t.co/rFsKKJ4bkH,1140948018251755520
455,Frustrations then fulfillment. Fuck I wanna pursue a master's degree but I don't know which to get for a PhD in AI. Send help,1140947543456485376
456,Rita please save my soul. https://t.co/L7BlFd12XV,1140237930234933248
457,"Seriously, random person. 
Fuck off.",1140187856926674944
458,"Random person, you better thank Yanaginagi's heavenly voice.",1140115277109030914
459,Just. Fuck.,1140107729165377536
460,"And in the end, research comes to a halt due to ethics and respect.",1140073959167164416
461,Finally came back to spotify premium. Simply one of thw best purchase ever.,1139979210875785217
462,"I somehow fucked up mny goals alo g the way but still arrived towards the dream that I want. 
Hey younger me, I'm sure you'll be proud once you meet me.",1139515966235140096
463,"I have a lot of books to read... 
I love it!!!!",1139510861838446592
464,My mind is as feeble as it gets.,1139489967665635328
465,"Magic. 
The explanation for everything that I'm ignorant of.",1139316269847420931
466,"Fuck. Dabbled too hard in k-pop. 
I know like it.",1138723171857600512
467,"千歳くんはラムネ瓶のなか
Note to self: Read this.",1138074143880953856
468,The disparity with my values and yours is enormous.  My mind is twisted and clouded. But fuck you sir. Tilt your fucking chair forward. I paid as well fucker.,1138047982476021763
469,It's the sad story of a boy liking something of which is dumber than an average human but smarter than it at the same time.,1138007389515292677
470,The great action is ruined by the sucky reason behind it,1137356529949003776
471,2 hands ain't enough for me,1136279177651400704
472,"Yeet should I train myself to have ADHD 
Cuz frick y that goes that with history.
Hazero Real! Hajiker EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
- Non-sentient HNJ AI, 2019
HAHAHAHA",1134295196500353029
473,"""What's up it work, yuhssss!
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""
I couldn't have said it better myself lmao 
Loss is 0.2332",1134291719330000896
474,"I might've overfit it if I push epoch more.... 
Fck it XD",1134290919727878144
475,"""What's up worthwhile.
If 2: 
Make! halagily thang you
3aver me it's because som then, lele i, prain my model with... I need to pass about uhhh. 8he movement jetp Duh 
Not mesi N://t.co/ILnIrYBOIJ
It's so daveaa""
AND HERE'S ONE WITH 0.2834 LOSS HAHAHAHA",1134290418336538624
476,"What's up lwee b'os sedtpri
aha 
Wcin ar ousee  cokainbiteerssy 
Aka!
WSSSSS1SD
SSS
Uuvalik onee Su b bu than lVW
Ra'lad  oud aiet ungo af sive 
ahasip 
Bedeoo airor g meme, oPe""
Mtimkeetobeox0e am y's I to Eoh I st ofrsalyietawit
Mowawyo I khp
Here's another with loss of 2.7875",1134288481222479872
477,"What's up ""a oei
nrid hhagamn.WDmfeeA:)rpgbidcg'*祝.
 'autshatfisiSCIarnme  mHy.nQ
'WMpe/ADIl]3WIllsm🌎HUrjyb. nU    ttah i.takeios
 o/./HS o@lwymiSa ienb meelc n aksygk3.kv8bihas   ptuleipar am oeuhtiksc hapieS
 y""
This is my tweet now apparently HAHAHA",1134285556429410304
478,"Meh, let it be stuck to 167 then fck",1134258014897168384
479,Tweet 4,1134257824815411200
480,tweet 3,1134257643768258561
481,tweet 2,1134257623501402112
482,Tweet 1,1134257598482358272
483,Making some tweets for my AI model to train on HAHAHA... I need to pass about uhhh 8 more,1134257525761531904
484,"I'm dumb but for some unknown reason, I became smart hahahaha 
And I'm still dumb",1133492236644044800
485,Quick. Think of a game!,1133390488839569409
486,"It's not that I'm being bitter and hating on what that person does.  It's more like ""What demeaning shit is this person doing?""",1133327188277714945
487,"I curse myself for browsing facebook hahahah 
Time to uninstall something yeet",1133324096744222722
488,Need to draw.,1132991050757226497
489,"Make uhh fuck I forgot
A neural conversational model. 
Seq2seq",1132964850454257664
490,"The more I read 
The more it makes sense
I sure am dumb hahah",1132953556405837824
491,It's the ignorance that I like. Not the human.,1132950477518147584
492,The bullshit finally stopped,1132943979727577088
493,"Time to bullshit in social media cuz my brain is acting up. 
Hahahhahahahah",1132942825291522048
494,"I diagnose myself to have ADHD 
Cuz frick you",1132940325297610752
495,"Damn 
I suck at facial differentiation",1132939644687884288
496,"Note to self
Train brain in human recognition",1132934292458262530
497,"If I'll be living, then I'll make it worthwhile.",1132622451072888834
498,"If 2: 
Make a story that goes that with history.",1132622223913545728
499,"Bucket List: 
Either live long enough to see the birth of sentient AI
Or be one of the contributors to sentient AI. 
If 2: 
Fulfill my childish dream.",1132621707485671424
500,"Sup nerds 
Watch Tateyuu.
Right now.",1132185852048621569
501,I'm slowly getting used to sleeping late and waking up early.,1131552815724130304
502,"Like what I've said. 
Read this! https://t.co/feKEWo57jj",1129644455789678592
503,Yeeeet boi https://t.co/odFwtlfLej,1129406958337871873
504,"Ara ara ara ara ara ara ara ara 

Damnit!
I wish for a Chiyo-nee as well",1129406648630403072
505,"Once again 
I'm dumb",1128675638267658243
506,"I now have mixed condescending feelings about our, the Philippines', political status. 
But one thing is for sure. I still stand by the idea that the ""Aquino administration"" is dumb and fucked.",1128560319255568384
507,Note to self: Read this https://t.co/XyjtSmRUrl,1128455956738633728
508,SALASAA!,1128261078759043073
509,I guess I'm an idealist but I keep 'em to myself and keep on observing.,1128260575362818048
510,"Movie Review: 
No Game No Life -zero- 
I commend the author for killing the main characters. That my friend takes balls, and you have a lot of balls.",1128257245282689027
511,"It's so damning to know that the reason you win is due to popularity and not because of competence. 
If that was me, I'd rather not take the seat and just render it to someone more fitting. But then again, the world isn't black and white. It's fucked.",1128256522872590336
512,"Kyoukai no kanata mirai hen
Gets a 6/10 for me 
It's a love problem dressed as chuunibyou",1128253525643780096
513,Congratulations on destroying your life.,1128192191648501761
514,I'll be free after a bit then become busy again,1127781104285405184
515,Note to self: Read this. https://t.co/ZS3qLLV5Oz,1127780990615556096
516,"Google I admire the technologies that you have developed! 
Also, that credit card wall that blocks me from using your other services. 
HAHAH",1127485059517181953
517,Right. It's time to tackle auto-complete.,1127469695345410049
518,"Me: Hi doc!
Doctor: That's 500php. 
Me: https://t.co/7cQgDhOI7D",1126105918016327680
519,"That was close
I almost got sucked by facebook 
Hahahah it only took 140 seconds to look away hahahaha",1126057122234372098
520,Time to do stuff then,1125915984949170181
521,Ppppffffffck. I have tons to do now,1125545683178512384
522,I foresee. My money going reee.,1124311099996766209
523,I still want to play Bloodborne...,1123964508328927234
524,My alarm is about to go off any minute now. Help. Send Help.,1123688824650043392
525,Oh no... I fear success more than failure... I code without testing and it worked. Oh God No.,1123688296054493184
526,"If there was a meta manga that features an mc named smthn like bg-kun and exploits on the plot holes of famous manga, I'd read it.",1123687606104002560
527,"If anyone is asking 
Das mi mum 
Say hiiiiii 
Me: holaaaaaaaa momaaaaa",1123686130971553793
528,"Fuck. Didn't think I'd be debugging until this time. i blame the build time for it and not me. Yeee
Sponsor me pls.",1123685914788679680
529,Self reminder: fangirl on Gagaga bunko books,1123562603861630977
530,"Oh wait... hahaha nevermind 
I just didn't read it properly XD
SUSUMEEEE! 
Tho I'll still rebuild this in react-js either way. It's still a win-win scenario for me yeet.",1123499805534121984
531,"Hazero Real! Hajikero Synapse! BANISHMENT! THIS! WAAAAAAAAAAAAAAARUUUUUUUUUUUDDDDDDDDDDDOOOOOOOOOOOOOOOOO!
I now have chuunibyou &lt;3

#chu2koi",1123497347881684992
532,"Starting from a fresh new build and redoing what I've achieved... 
Well... it's not bad but... yeah.... Let's just do it hahahaha",1123496611487703042
533,"With that said.
Time to steer my life for the better.",1123396574183170049
534,Thank you Jessica.,1123396543568965632
535,"It wasn't a nightmare but I've confirmed that I moved on. 
Thank you brain for finally letting me have a peace of mind.",1123396303277322241
536,And that she moved here just to see me.,1123395877605822465
537,I went back in time where it all still hurts.,1123395779240972289
538,I had a dream.,1123395627398967298
539,"Lul 
I'm what?",1121601273692733441
540,"Ffffffffffuuuuu... 
I should do something",1121271077097758720
541,The irony of it is I'm sad but I just can't give a fuck about the reason why I am. It's like a fucks container that's already been empty a long time ago. Like a cookie jar. Shit's empty and nobody's happy about it.,1119801256543866880
542,Haaaaa... I lack self control,1119772450554728449
543,Duuuuudee... Just... I need to wake up early tomorrow... like at 5 am,1119639378282729472
544,Mistakes were made...,1119639171595849728
545,"REEEEEEEEEEEEEEEEEE why'd I shy away from laravellll reeeeeee 
I'm liking it's structurereeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
feelingCuteMightDeleteLater",1119549450807017472
546,"Now trying to scratch Laravel, is it just me or dev environment setup went fast? I'm suspicious of this, will this bite me back on dev stages?",1119527902326902784
547,Fck.. now I'm supposed to study,1118678705348366336
548,The Snappening just happened.,1116725035039780864
549,Exactly. https://t.co/z15JicusWW,1116089787767828480
550,"Goal for someday 
Recreate the famous Beatles album cover by myself.",1115957482088570880
551,I have no time to be depressed xD,1115911240927391744
552,"I'm a bad person 
But I sure found good people",1115830424079671297
553,"Well would you look at that 
I've sifted through my relations and placed them in the right place.",1115528675452051456
554,"Aight. 
Ethical training.",1115513563144056832
555,"Every second is excruciating reeeeeeeee 
How do i say sorry?",1115512837298765825
556,"Oh god no 
I've done something irreversible",1115512024920760321
557,"Oh my fuckin god 
I have serious ethical issues. 
I need help like serious help.",1115511548175237120
558,"It's my lucky day! 
I'll be subjecting myself to experiments",1115509736038780928
559,Ethical values.... you are in the way of learning!,1115509413744222209
560,How does that look on an ethical stand point?,1115504104850071552
561,Should I use the chats I've had with my ex?,1115503988714033152
562,"Hmmmmm 
What dataset should I train my model with?",1115503818509131777
563,I wanna sleeeeeeeeeee... p,1115498057930498048
564,"Oh shit 
It was kaggle and google collab 
Reeeeeeeeeeeee 
Now to imagine how I’ll use everything else while sleeping",1115463223279362049
565,"Dialogflow
Tensorflow 
Ionic 
Angular 
Android 
What else am I missing to make my own personal assitant?",1115457796164608000
566,"Less sleep. No rewards. 
Is this adult life? XD",1115457503192436737
567,Fck I forgot what I was gonna say xD,1115452110466736128
568,"Why is Twitter spelled as Twi and not Twee? 
Am I dumb? (Yes)",1115304829901889536
569,I am blurred. Not because I am Japanese. But because I vibrate on a different plane of existence.,1115293800639807489
570,"Kakapeepee poopoo 
My brain is doodoo",1114911680734027776
571,Aaaaaaaahghhhhhhhleluya ahleuya ah a luya,1114875624839979008
572,"Why do I twitter? 
To rant.
And to be random.",1114864636761739264
573,I don't get it ahhhhhhh.,1114214757102305281
574,Wotaaaaaaaaaaaan,1114097713207844864
575,What is this? An oregairu clone? Sign me up! https://t.co/JkkbKO5IvU,1113896646360743936
576,Anime about teens playing koto. Nope. https://t.co/bGM7znHPU6,1113896068394053632
577,"THE GODAWFUL SITE I HAD TO SIT THROUGH!
JESU*FCK WHO THE HELL DOES THAT?!
INFORMATION BLOATING. TOO MUCH IMAGES. AND TOO MANY MOVING THINGS. JUST FOCUS ON THE IMPORTANT INFO!",1113895233018781696
578,What have I gotten myself into,1113891827919151104
579,"Note to self: buy a copy of ""The low tier character 'Tomozaki-kun'""",1113811310280466432
580,Corporal attire. My straight jacket.,1113808578530369537
581,"Gaaaaaa 
I'm confused af with angularfire2",1113803656921370626
582,Gahd I need to sleep but I also need to work,1113230074696716289
583,I'm mature. After a bit of time.,1113031271532290048
584,"Aight twitter, I give up. 
I did say that I like someone but it's just unrequited so I'll stop. 
So... 
HAHAHAHAHA",1112784322887446528
585,Notice me senpai,1112676419807531009
586,Fuuuuckk.... Why am I trying to appeal to her reeeeeeeeee,1112673363418202112
587,Dude lol. I think I'm in love.,1112668076363780096
588,"Damn. This song good. 
https://t.co/C7jMHQLt7N",1112528863458816000
589,It's taking long to get rejected,1111894017006960641
590,Eyyy time to make admin page,1111236852239863809
591,No motivation to do anything. Uninspired. Depression kicking in.,1110420332047818752
592,"Yuhs, I'd get to see Irohasu again! 
Maybe some ""things"" will progress, maybe they won't. 
Really looking forward to Season 3.!!!!!!!! https://t.co/VsV4XOd9TU",1110158732070027264
593,"Everyone seems to be posting things about their ""special"" other, and here I am meme-ing about myself. 
I'm fine with that.",1110158062797488128
594,"I can only rant in twitter. 
Well fuck.",1107981967360847877
595,"I have more time to live, yay!

#祝俺ガイル第3期 https://t.co/eND0B3BD0H",1107884259505627136
596,"I unironically play AQ worlds. 
I actually like the game that I grew up with. Might've missed playing it four 4 years but it's still a good game nonetheless.",1107882247762247680
597,"dEfiNiTeLy n0t gEtTinG oN tHe bOaT bUt YaY Pewdiepie 
#SubscribetoPewdiepie #Sub2Pewds",1107882008233934848
598,"Okay, okay. 
I'm done with my movement tracker app, now onto make the site to visualize it. 
This will be hell &lt;3",1107880185787932673
599,DAY % fck me still but I've forgotten most of it,1107880056204869632
600,REEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,1107879969022050304
601,"YAAAAAAAAAAAAAAAAAAAAAAAAAAAAASSSSSSSSSSSSSSSSSSSSSSSSSSSSS 
YAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAASSSSSSSSSSSSSSSSSSSSSSSSSSSS
A movie would be nice but this is, this is PURE BLISS! REEEEEEEEEEEEEEEEE 
THANK YOU REEEEEEEEEEEEEEEEEEEEEEE https://t.co/wkYDGvu9Uu",1107879860460883968
602,"Day 3. 
Remind me again to never go into the ""shithole"" I call facebook.",1105373866170281984
603,Day 2.,1104557016515637249
604,Day 1.,1103467566050115584
605,"COLLECTING PANDAS??!! 
YES PLEASE!! https://t.co/vFwBVKxRCU",1094426241745047552
606,This tweet is from the command line,1094117642246381568
607,No progress today... shieeeet,1093877230571143171
608,"Welp 
React Native it is OWO)",1093507808715132929
609,Tensor flow? Suggestions?,1093423235511738368
610,"Done with blockchain
Now onto other shit 
MOBILE APP!",1093403771843993602
611,Tangina mo din abel,1092990201532534785
612,Fuck you robert Estopace JUNIOR.  Yung katabi ko,1092968642382319616
613,"Finally made it work, yuhssss!",1092785759201816576
614,AAAAAAAAAAAAAAAAAAAAAAAAAAAA WHAT THE AHHHHH ;3;,1092740320138153984
615,IT FU... It worked! YAHOO,1092717251805859840
616,I'm using twitter ... Is it working? Is this even my account?,1092716995890409472
617,"Bought my own domain... Just to use it for email sending XD 
What else can I use it for? 
I still can't afford web-hosting ;-;",1092697705401409536
618,Let's start fixing my twitter yay,1092032722963357701
619,What's another knife to a dead man?,1069864899436630016
620,"Khai Dreams - Ultimately 
Is this underrated or is he underrated?
Listen to it nonetheless OwO)/",1017033251293048832
